Name	SMILES	Melting Point	Boiling Point	Length	Cycle_Count	Acid-P	Amide	Acyl_Halide-F	Acyl_Halide-Cl	Acyl_Halide-Br	Acyl_Halide-I	Ester-C	Acid-C	Ketone	Base-C	Aldehyde	Ether	Nitrile	Imine	Nitro	Amine-T	Amine-S	Amine-P	Allene	Alkine	Alkene	Org-Chloride	Org-Fluoride	Org-Bromide	Org-Iodide	Unidentified Acid	Unidentified Oxyl	Unidentified Base
(2S,4R)-pentane-1,2,3,4,5-pentol	C(C(C(C(CO)O)O)O)O	367.9	489.15	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2,4,6-trimethylaniline	CC1=CC(=C(C(=C1)C)N)C	268.15	505.84999999999997	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
2,4,6-trichlorophenol	C1=C(C=C(C(=C1Cl)O)Cl)Cl	342.4	519.9277777777777	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0
2-ethylbutanoic acid	CCC(CC)C(=O)O	249.74999999999997	467.15	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N,N-diethylcarbamoyl chloride	CCN(CC)C(=O)Cl	241.14999999999998	459.15	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1-ethenylpyrrolidin-2-one	C=CN1CCCC1=O	286.7462962962963	349.3666666666667	8	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
thiophene-3-carboxylic acid	C1=CSC=C1C(=O)O	411.15	None	7	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
furan-2-carboxylic acid	C1=COC(=C1)C(=O)O	406.65	504.15	6	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1-thiophen-2-ylethanone	CC(=O)C1=CC=CS1	282.9	486.65	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1-chloro-2-(trifluoromethyl)benzene	C1=CC=C(C(=C1)C(F)(F)F)Cl	267.15	425.34999999999997	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
2-(trifluoromethyl)aniline	C1=CC=C(C(=C1)C(F)(F)F)N	308.65	460.15	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
2-tert-butylphenol	CC(C)(C)C1=CC=CC=C1O	266.34999999999997	496.15	9	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
2-methylbenzenesulfonamide	CC1=CC=CC=C1S(=O)(=O)N	429.35	515.15	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0
2-aminobenzenesulfonic acid	C1=CC=C(C(=C1)N)S(=O)(=O)O	598.15 and decomposes	None	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	1	0
2-tert-butyl-6-[(3-tert-butyl-5-ethyl-2-hydroxyphenyl)methyl]-4-ethylphenol	CCC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)CC)C(C)(C)C)O	393.65	None	9	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1
2,6-ditert-butyl-4-(hydroxymethyl)phenol	CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CO	413.65	None	7	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
1-(3-ethyl-5,5,8,8-tetramethyl-6,7-dihydronaphthalen-2-yl)ethanone	CCC1=CC2=C(C=C1C(=O)C)C(CCC2(C)C)(C)C	319.65	None	8	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
4-nitro-3-(trifluoromethyl)phenol	C1=CC(=C(C=C1O)C(F)(F)F)[N+](=O)[O-]	349.15	None	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0
2-tert-butyl-5-methylphenol	CC1=CC(=C(C=C1)C(C)(C)C)O	319.4	497.15	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
2,4-dimethylbenzenesulfonic acid	CC1=CC(=C(C=C1)S(=O)(=O)O)C	330.15	None	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0
2-bromobenzoic acid	C1=CC=C(C(=C1)C(=O)O)Br	423.15	None	5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0
2-iodobenzoic acid	C1=CC=C(C(=C1)C(=O)O)I	436.15	None	5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
2-aminobenzamide	C1=CC=C(C(=C1)C(=O)N)N	383.31666666666666 and decomposes	573.15	5	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
2-propan-2-ylphenol	CC(C)C1=CC=CC=C1O	289.025	486.9	9	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
1-chloro-2-nitrobenzene	C1=CC=C(C(=C1)[N+](=O)[O-])Cl	305.65	518.9277777777777	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0
2-nitroaniline	C1=CC=C(C(=C1)N)[N+](=O)[O-]	344.275	557.1222222222223	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0
2-nitrophenol	C1=CC=C(C(=C1)[N+](=O)[O-])O	318.2801587301587	488.75 and decomposes	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1
2,3,5-triiodobenzoic acid	C1=C(C=C(C(=C1C(=O)O)I)I)I	498.15	None	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
2-butan-2-yl-4,6-dinitrophenol	CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O	313.26111111111106	605.15	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1
4-chloro-2,6-dinitrophenol	C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])Cl	354.15	None	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0
2-chloro-1,3,5-trinitrobenzene	C1=C(C=C(C(=C1[N+](=O)[O-])Cl)[N+](=O)[O-])[N+](=O)[O-]	356.59444444444443	None	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	1	0	0	0	0	0	0
2,4,6-trinitrophenol	C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-]	395.2055555555555	641.15	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
benzene-1,2-dicarbonyl chloride	C1=CC=C(C(=C1)C(=O)Cl)C(=O)Cl	288.65	554.25	6	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
benzene-1,2-dicarboxamide	C1=CC=C(C(=C1)C(=O)N)C(=O)N	499.07592592592596 and decomposes	2265.15 and decomposes	6	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
benzene-1,2,4,5-tetracarboxylic acid	C1=C(C(=CC(=C1C(=O)O)C(=O)O)C(=O)O)C(=O)O	549.15	None	4	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
furo[3,4-f][2]benzofuran-1,3,5,7-tetrone	C1=C2C(=CC3=C1C(=O)OC3=O)C(=O)OC2=O	559.65	671.65	7	3	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
(2,4-dinitrophenyl) N,N-dimethylcarbamodithioate	CN(C)C(=S)SC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-]	425.65	None	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0
5-nitroisoindole-1,3-dione	C1=CC2=C(C=C1[N+](=O)[O-])C(=O)NC2=O	460.89074074074074	None	8	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1
2-acetamidobenzoic acid	CC(=O)NC1=CC=CC=C1C(=O)O	458.65	None	11	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
2-hydroxy-5-methylbenzoic acid	CC1=CC(=C(C=C1)O)C(=O)O	424.15	None	6	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
1,4-dimethyl-2-nitrobenzene	CC1=CC(=C(C=C1)C)[N+](=O)[O-]	248.14999999999998	513.687037037037	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0
4-chloro-1-methyl-2-nitrobenzene	CC1=C(C=C(C=C1)Cl)[N+](=O)[O-]	311.15	515.15	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0
1-chloro-4-methyl-2-nitrobenzene	CC1=CC(=C(C=C1)Cl)[N+](=O)[O-]	280.15	534.15	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0
1,4-dichloro-2-nitrobenzene	C1=CC(=C(C=C1Cl)[N+](=O)[O-])Cl	328.81666666666666	538.15	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0
4-methyl-2-nitroaniline	CC1=CC(=C(C=C1)N)[N+](=O)[O-]	390.3722222222222	None	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0
4-chloro-2-nitroaniline	C1=CC(=C(C=C1Cl)[N+](=O)[O-])N	389.73333333333335	None	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0
4-chloro-2-nitrophenol	C1=CC(=C(C=C1Cl)[N+](=O)[O-])O	361.65	None	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	1
4-chloro-5-methyl-2-propan-2-ylphenol	CC1=CC(=C(C=C1Cl)C(C)C)O	336.15	531.65	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
1,2,4-trichloro-5-nitrobenzene	C1=C(C(=CC(=C1Cl)Cl)Cl)[N+](=O)[O-]	330.65	561.0388888888889	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	0	0	0	0	0
2-butan-2-ylphenol	CCC(C)C1=CC=CC=C1O	287.52037037037036	511.04999999999995	10	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
1-(2,4-dimethylphenyl)ethanone	CC1=CC(=C(C=C1)C(=O)C)C	None	501.15	5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
5-methyl-2-propan-2-ylcyclohexan-1-one	CC1CCC(C(=O)C1)C(C)C	None	483.15	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-methyl-6-propan-2-ylcyclohex-2-en-1-one	CC1=CC(=O)C(CC1)C(C)C	298.15	506.15	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
5-methyl-2-propan-2-ylidenecyclohexan-1-one	CC1CCC(=C(C)C)C(=O)C1	None	497.15	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5-methyl-2-propan-2-ylphenol	CC1=CC(=C(C=C1)C(C)C)O	324.17499999999995	505.8166666666666	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
1-(2,4-dihydroxyphenyl)ethanone	CC(=O)C1=C(C=C(C=C1)O)O	419.65	None	5	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
2,4-dimethyl-1-nitrobenzene	CC1=CC(=C(C=C1)[N+](=O)[O-])C	278.76111111111106	514.187037037037	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0
1-(bromomethyl)-2-methylbenzene	CC1=CC=CC=C1CBr	294.15	490.15	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0
(2-methylphenyl)methanamine	CC1=CC=CC=C1CN	243.14999999999998	479.15	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
(2-methylphenyl)methanol	CC1=CC=CC=C1CO	311.15	497.15	9	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
1-chloro-2-ethylbenzene	CCC1=CC=CC=C1Cl	190.45	451.54999999999995	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
2-chlorobenzaldehyde	C1=CC=C(C(=C1)C=O)Cl	285.4222222222222	485.0722222222222	5	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0
2-ethylphenol	CCC1=CC=CC=C1O	275.89074074074074	477.6574074074074	9	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
2-hydroxybenzaldehyde	C1=CC=C(C(=C1)C=O)O	268.075	470.0388888888889	5	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
2-methoxyaniline	COC1=CC=CC=C1N	278.63	497.65	9	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
1-methylnaphthalene	CC1=CC=CC2=CC=CC=C12	248.2709259259259	547.091975308642	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
1-chloronaphthalene	C1=CC=C2C(=C1)C=CC=C2Cl	263.1344444444444	533.4194444444445	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0
1-iodonaphthalene	C1=CC=C2C(=C1)C=CC=C2I	277.34999999999997	575.15	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
naphthalen-1-ol	C1=CC=C2C(=C1)C=CC=C2O	368.65	561.15	10	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
(2,2,2-trichloro-1-phenylethyl) acetate	CC(=O)OC(C1=CC=CC=C1)C(Cl)(Cl)Cl	360.65	None	6	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
diethyl-methyl-[2-(3-methyl-2-phenylpentanoyl)oxyethyl]azanium;bromide	CCC(C)C(C1=CC=CC=C1)C(=O)OCC[N+](C)(CC)CC.[Br-]	374.65	None	12	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
2-phenylbutanoic acid	CCC(C1=CC=CC=C1)C(=O)O	320.65	None	5	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
N-phenylnaphthalen-1-amine	C1=CC=C(C=C1)NC2=CC=CC3=CC=CC=C32	335.22407407407405	608.15	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0
2-phenylaniline	C1=CC=C(C=C1)C2=CC=CC=C2N	324.34444444444443	572.1129629629629	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0
2-cyclohexylcyclohexan-1-one	C1CCC(CC1)C2CCCCC2=O	241.14999999999998	537.15	11	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2-phenylphenol	C1=CC=C(C=C1)C2=CC=CC=C2O	331.0071428571428	556.4	11	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
10H-anthracen-9-one	C1C2=CC=CC=C2C(=O)C3=CC=CC=C31	428.15	None	14	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
acridin-9-amine	C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N	514.2055555555555	None	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	6	0	0	0	0	0	0	0
xanthen-9-one	C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3O2	447.15	624.15	13	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
3,5-dibromo-2-hydroxybenzaldehyde	C1=C(C=C(C(=C1C=O)O)Br)Br	359.15	None	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
3-methoxy-5-methyl-4-oxohexa-2,5-dienoic acid	CC(=C)C(=O)C(=CC(=O)O)OC	356.65	None	6	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-one	C(C1C(C(C(C(=O)O1)O)O)O)O	426.8166666666666 and decomposes	None	2	1	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(1S,2S)-2-(methylamino)-1-phenylpropan-1-ol	CC(C(C1=CC=CC=C1)O)NC	386.19	None	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0
(4-bromophenyl)-phenylmethanone	C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Br	355.65	623.15	10	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0
bis(4-chlorophenyl)methanone	C1=CC(=CC=C1C(=O)C2=CC=C(C=C2)Cl)Cl	420.65	626.15	4	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0
[chloro(phenyl)methyl]benzene	C1=CC=C(C=C1)C(C2=CC=CC=C2)Cl	293.65	446.15	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0
diphenylmethanamine	C1=CC=C(C=C1)C(C2=CC=CC=C2)N	307.15	577.15	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0
diphenylmethanol	C1=CC=C(C=C1)C(C2=CC=CC=C2)O	342.15	571.15	6	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
phenyl(pyridin-2-yl)methanone	C1=CC=C(C=C1)C(=O)C2=CC=CC=N2	315.15	590.15	11	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0
2,6-bis(hydroxymethyl)-4-methylphenol	CC1=CC(=C(C(=C1)CO)O)CO	402.15	None	6	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
1,3-diisocyanato-2-methylbenzene	CC1=C(C=CC=C1N=C=O)N=C=O	301.3240740740741	404.9849206349206	6	1	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0
2,6-dimethoxyphenol	COC1=C(C(=CC=C1)OC)O	328.9833333333333	534.15	5	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
benzene-1,2-dicarbonitrile	C1=CC=C(C(=C1)C#N)C#N	412.8166666666666	577.65	6	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
1,2-dimethoxybenzene	COC1=CC=CC=C1OC	295.65	479.15	10	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
1,2,3,4,4a,5,6,7,8,8a-decahydronaphthalene	C1CCC2CCCCC2C1	232.16111111111942	455.1566666666666	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quinoxaline	C1=CC=C2C(=C1)N=CC=N2	301.15	502.65	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1,2,3,4-tetrahydroisoquinoline	C1CNCC2=CC=CC=C21	258.15	505.65	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0
quinoline	C1=CC=C2C(=C1)C=CC=N2	258.118	510.7944444444444	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0
7-(diethylamino)-4-methylchromen-2-one	CCN(CC)C1=CC2=C(C=C1)C(=CC(=O)O2)C	349.4833333333333	None	9	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0
N-butyl-N-phenylacetamide	CCCCN(C1=CC=CC=C1)C(=O)C	297.65	554.15	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
2,4-dimethoxybenzoic acid	COC1=CC(=C(C=C1)C(=O)O)OC	382.15	None	7	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
2,3-dimethyl-1H-indole	CC1=C(NC2=CC=CC=C12)C	379.15	558.15	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
1H-indole-2,3-dione	C1=CC=C2C(=C1)C(=O)C(=O)N2	476.15	None	8	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
2-methylnaphthalene	CC1=CC2=CC=CC=C2C=C1	307.7944444444444	546.686507936508	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
naphthalene-2-thiol	C1=CC=C2C=C(C=CC2=C1)S	354.15	561.15	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
6-methylquinoline	CC1=CC2=C(C=C1)N=CC=C2	251.0759259259259	531.7555555555555	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0
2-methylquinoline	CC1=NC2=CC=CC=C2C=C1	271.4092592592592	520.2055555555555	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0
3-(diethylamino)phenol	CCN(CC)C1=CC(=CC=C1)O	346.7425925925926	550.5203703703703	7	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0
6-phenyl-1,3,5-triazine-2,4-diamine	C1=CC=C(C=C1)C2=NC(=NC(=N2)N)N	500.525	None	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0
1,3,5-triphenyl-1,3,5-triazinane	C1N(CN(CN1C2=CC=CC=C2)C3=CC=CC=C3)C4=CC=CC=C4	417.15	None	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	9	0	0	0	0	0	0	0
N,N-dimethyl-N'-pyridin-2-yl-N'-(thiophen-3-ylmethyl)ethane-1,2-diamine	CN(C)CCN(CC1=CSC=C1)C2=CC=CC=N2	None	443.65	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	4	0	0	0	0	0	0	0
1-isocyanato-4-(4-isocyanato-3-methoxyphenyl)-2-methoxybenzene	COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=C=O)OC)N=C=O	385.89074074074074	None	7	2	0	0	0	0	0	0	0	0	0	0	2	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4-(4-amino-3-chlorophenyl)-2-chloroaniline	C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N	420.98950617283947	672.8166666666666	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
4-(3,4-diaminophenyl)benzene-1,2-diamine	C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N	449.15	None	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
1-isocyanato-4-(4-isocyanato-3-methylphenyl)-2-methylbenzene	CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N=C=O)C)N=C=O	344.15	None	6	2	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1,3-diphenylbenzene	C1=CC=C(C=C1)C2=CC(=CC=C2)C3=CC=CC=C3	361.09444444444443	630.7944444444445	13	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
N-(2-methoxyphenyl)-3-oxobutanamide	CC(=O)CC(=O)NC1=CC=CC=C1OC	359.15	None	13	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
tetracene	C1=CC=C2C=C3C=C4C=CC=CC4=CC3=CC2=C1	630.15	None	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
